Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
16018,Heathcliff! Frantic Foto,Misc,E,DS,Storm City Games,Storm City Games,,,0.04,0.04,2010.0
16020,City Builder,Strategy,E,Wii,Virtual Play Games,Collision Studios,,,0.04,0.04,2010.0
16021,Game of Thrones: A Telltale Games Series,Adventure,M,PS3,Telltale Games,Telltale Games,,,0.04,0.04,2015.0
16023,R-Type Command (correct US sales),Strategy,E10,PSP,Atlus,Irem Software Engineering,,,0.04,0.04,2008.0
16024,Brothers In Arms DS,Shooter,T,DS,Ubisoft,Gearbox Software,,,0.04,0.04,2007.0
16025,The Caligula Effect: Overdose,Role-Playing,M,PS4,NIS America,Historia,,,0.04,0.04,2019.0
16026,Utawarerumono: Mask of Truth,Visual Novel,,PS3,Aqua Plus,Aqua Plus,,,0.04,0.04,2016.0
16029,Mobile Suit Gundam: Mokuba no Kiseki,Misc,,PSP,Namco Bandai Games,Unknown,,,0.04,0.04,2012.0
16030,SD Gundam G Generation Genesis,Strategy,,NS,Bandai Namco Games,Bandai Namco,,,0.04,0.04,2018.0
16031,A Ressha de Ikou DS,Simulation,,DS,ArtDink,ArtDink,,,0.04,0.04,2009.0
16032,Stoked: Big Air Edition,Sports,T,X360,Destineer,Bongfish GmbH,8.6,,0.04,0.04,2009.0
16033,Harukanaru Toki no Naka de 4: Aizouban,Role-Playing,,PSP,Tecmo Koei,Tecmo Koei Games,,,0.04,0.04,2010.0
16034,Kung Fu Panda: Showdown of Legendary Legends,Action,E10,PS3,Little Orbit,Little Orbit,,,0.04,0.04,2015.0
16037,Dream Girl Premier,Misc,,3DS,Alchemist,Unknown,,,0.04,0.04,2015.0
16039,Monster Jam: Crush It,Racing,,XOne,GameMill,GameMill,,,0.04,0.04,2017.0
16040,OutRun 2006: Coast 2 Coast,Racing,E,PSP,Sega,Sumo Digital,,,0.04,0.04,2006.0
16043,Digimon Story: Cyber Sleuth - Hacker's Memory,Role-Playing,,PSV,Namco Bandai Games,Media.Vision,,,0.04,0.04,2018.0
16044,Gitaroo Man Lives!,Misc,E,PSP,KOEI,iNiS,,,0.04,0.04,2006.0
16045,The Croods: Prehistoric Party!,Action,E,3DS,D3Publisher,Torus Games Pty. Ltd.,,,0.04,0.04,2013.0
16047,Shadow Warrior (2013),Shooter,M,XOne,Devolver Digital,Flying Wild Hog,,,0.04,0.04,2014.0
16049,Glacier2,Racing,T,Wii,Zoo Games,Team6 Game Studios,,,0.04,0.04,2009.0
16050,Hotel Transylvania 3: Monsters Overboard,Action-Adventure,E10,PS4,Outright Games,Torus Games,,,0.04,0.04,2018.0
16052,JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,,PS3,Namco Bandai Games,Namco Bandai Games,,,0.04,0.04,2015.0
16053,Holly Hobbie & Friends,Misc,E,DS,Majesco,FrontLine Studios,,,0.04,0.04,2007.0
16054,Dead Alliance,Shooter,M,XOne,Maximum Games,IllFonic,,,0.04,0.04,2017.0
16057,Atelier Firis: The Alchemist and the Mysterious Journey,Role-Playing,T,PSV,Tecmo Koei,Gust,,,0.04,0.04,2016.0
16058,Sleepover Party,Misc,E,Wii,Ubisoft,Ubisoft,,,0.04,0.04,2010.0
16060,Hakuoki Zuisouroku Omokage Hana,Action,,PSV,Idea Factory,Unknown,,,0.04,0.04,2015.0
16061,Just Sing,Music,E10,PS4,Ubisoft,Ubisoft,,,0.04,0.04,2016.0
16063,Phoenix Wright: Ace Attorney Trilogy,Misc,T,3DS,Capcom,Capcom,,,0.04,0.04,2014.0
16064,Famicom Remix Best Choice,Misc,,3DS,Nintendo,Nintendo EAD Tokyo,,,0.04,0.04,2015.0
16068,Ferrari Challenge Trofeo Pirelli,Racing,,PS3,Activision,Eutechnyx,,,0.04,0.04,2008.0
16070,Story Hour: Fairy Tales,Adventure,E,Wii,Zoo Digital Publishing,Other Ocean Interactive,,,0.04,0.04,2008.0
16072,Quiz Mobile Gundam: Toi Senshi DX,Puzzle,,PSP,Namco Bandai,Bandai Namco Games,,,0.04,0.04,2006.0
16073,Jig-A-Pix: Pets,Puzzle,E,DS,Zushi Games,Zushi Games Ltd,,,0.04,0.04,2009.0
16074,Wonder Boy: The Dragon's Trap (Remake),Platform,E10,PS4,DotEmu,Lizardcube,,,0.04,0.04,2017.0
16077,Dynasty Warriors Vol. 2 (JP sales),Action,T,PSP,KOEI,Omega Force,,,0.04,0.04,2006.0
16078,Tokumei Sentai Go-Busters,Misc,,DS,Namco Bandai Games,Unknown,,,0.04,0.04,2012.0
16080,Sushi Striker: The Way of Sushido,Puzzle,E,3DS,Nintendo,Indies Zero,,,0.04,0.04,2018.0
16081,Warriors Orochi 3,Action,T,XOne,Tecmo Koei,Omega Force,,,0.04,0.04,2014.0
16082,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,Role-Playing,,PSV,Tecmo Koei,Gust,,,0.04,0.04,2017.0
16084,Summer Challenge: Athletics Tournament,Sports,,PS3,PQube,DTP Entertainment,,,0.04,0.04,2011.0
16085,FIFA World Cup Germany 2006,Sports,E,DS,EA Sports,EA Canada,7.3,,0.04,0.04,2006.0
16086,I'm A Celebrity: Get Me Out of Here!,Misc,,DS,Mindscape,Mindscape,,,0.04,0.04,2009.0
16089,Romance of the Three Kingdoms II,Strategy,,3DS,Tecmo Koei,Koei,,,0.04,0.04,2015.0
16091,Ragnarok Odyssey,Misc,,PS3,Xseed Games,Unknown,,,0.04,0.04,2014.0
16093,Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal,Simulation,,3DS,Nippon Columbia,Nippon Columbia,,,0.04,0.04,2017.0
16096,Fast & Furious: Showdown,Action,,X360,Activision,Unknown,,,0.04,0.04,2013.0
16099,Hunter x Hunter: Wonder Adventure,Misc,,PSP,Namco Bandai Games,Unknown,,,0.04,0.04,2012.0
16100,Gintama Ranbu,Action,,PSV,Namco Bandai Games,Bandai Namco Games,,,0.04,0.04,2018.0
16101,Hyakka Hyakurou: Sengoku Ninpoujou,Adventure,,PSV,D3Publisher,RED Entertainment,,,0.04,0.04,2016.0
16103,Immortal Unchained,Role-Playing,,PS4,Sold Out,Toadman Interactive,,,0.04,0.04,2018.0
16104,Ao no Exorcist: Genkoku no Labyrinth,Misc,,PSP,Namco Bandai Games,Unknown,,,0.04,0.04,2012.0
16106,Minna no Chizu,Misc,,PSP,Zenrin,Zenrin,,,0.04,0.04,2006.0
16108,Fading Shadows,Puzzle,E,PSP,Agetec,Ivolgamus,7.0,,0.04,0.04,2008.0
16109,Taikou Risshiden V,Strategy,,PSP,KOEI,Koei,,,0.04,0.04,2009.0
16111,Lumo,Puzzle,E10,PS4,Rising Star Games,Triple Eh?,,,0.04,0.04,2016.0
16112,Hajime no Ippo: The Fighting! (2014),Sports,,PS3,Namco Bandai Games,Namco Bandai Games,,,0.04,0.04,2014.0
16113,Suzumiya Haruhi no Tsuisou,Adventure,,PSP,Namco Bandai,Bandai Namco Games,,,0.04,0.04,2011.0
16116,Operation Warcade,Shooter,,PS4,Perpetual,Ivanovich Games,,,0.04,0.04,2018.0
16117,Greg Hastings' Tournament Paintball Max'd,Shooter,E10,DS,Activision,Nightlight Studios,,,0.04,0.04,2006.0
16119,Aikatsu Stars! My Special Appeal,Action,,3DS,Bandai Namco Games,Bandai Namco Games,,,0.04,0.04,2016.0
16121,ABZU,Adventure,E,PS4,505 Games,Giant Squid Studios,,,0.04,0.04,2017.0
16122,Ski-Doo Snowmobile Challenge,Racing,E,X360,Valcon Games,ColdWood Interactive,,,0.04,0.04,2009.0
16123,Aquanaut's Holiday: Kakusareta Kiroku,Adventure,,PS3,Sony Computer Entertainment,ArtDink,,,0.04,0.04,2008.0
16124,Little Red Riding Hood's Zombie BBQ,Shooter,T,DS,Destineer,EnjoyUp Games,,,0.04,0.04,2008.0
16125,Dead Rising,Action,,XOne,Capcom,Capcom Production Studio 1,,,0.04,0.04,2016.0
16126,Texas Hold 'Em Poker DS,Misc,E,DS,Majesco,Skyworks Technologies,,,0.04,0.04,2005.0
16128,Magical Starsign (JP sales),Role-Playing,E,DS,Nintendo,Brownie Brown,,,0.04,0.04,2006.0
16129,DT Carnage,Racing,E10,PSP,Agetec,Axis Entertainment,,,0.04,0.04,2009.0
16130,Assassin's Creed Rogue Remastered,Action-Adventure,,XOne,Ubisoft,Ubisoft,6.0,,0.04,0.04,2018.0
16132,Valkyria Chronicles 4,Role-Playing,T,XOne,Sega,Sega,,,0.04,0.04,2018.0
16133,Bionicle Heroes,Shooter,E10,Wii,Eidos Interactive,Traveller's Tales,4.7,,0.04,0.04,2007.0
16136,GoPets: Vacation Island,Simulation,E,DS,Konami,1st Playable Productions,,,0.04,0.04,2008.0
16141,Da Capo I & II Plus Situation Portable,Adventure,,PSP,Kadokawa Shoten,Kadokawa Shoten,,,0.04,0.04,2010.0
16143,Monster Boy and the Cursed Kingdom,Action-Adventure,E10,NS,FDG Entertainment,Game Atelier,8.0,9.5,0.04,0.04,2018.0
16144,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,Misc,,DS,D3 Publisher,Bisty,,,0.04,0.04,2010.0
16145,Bubble Bobble Double Shot,Puzzle,E,DS,Ignition Entertainment,Dreams,,,0.04,0.04,2008.0
16148,Blade Strangers,Fighting,T,NS,Nicalis,Studio Saizensen,8.3,,0.04,0.04,2018.0
16149,Monster Hunter Frontier Online: Season 9.0,Role-Playing,,X360,Capcom,Capcom,,,0.04,0.04,2010.0
16150,C.O.R.E.,Shooter,M,DS,Graffiti,NoWay Studio,4.4,,0.04,0.04,2009.0
16154,FIFA 19,Sports,,PS3,Electronic Arts,EA Sports,,,0.04,0.04,2018.0
16155,Logic Machines,Puzzle,E,DS,City Interactive,City Interactive,,,0.04,0.04,2010.0
16156,A Good Librarian Like a Good Shepherd: Library Party,Action,,PSV,Kaga Create,August,,,0.04,0.04,2015.0
16158,Persona 3: Dancing in Moonlight,Music,T,PS4,Atlus,Atlus,,,0.04,0.04,2018.0
16160,Toki no Kizuna: Sekigahara Kitan,Misc,,PSP,Idea Factory,Unknown,,,0.04,0.04,2012.0
16161,Norn9: Norn + Nonette,Misc,,PSP,Idea Factory,Unknown,,,0.04,0.04,2013.0
16162,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,Adventure,,DS,D3 Publisher,Tomcat System,,,0.04,0.04,2007.0
16163,Shadow Tactics: Blades of the Shogun,Strategy,M,PS4,Kalypso Media,Mimimi Productions,,,0.04,0.04,2017.0
16167,Chaos;Head Noah,Adventure,,X360,5pb,Genterprise,,,0.04,0.04,2009.0
16168,The Persistence,Action-Adventure,M,PS4,Sony Interactive Entertainment,Firesprite,,,0.04,0.04,2018.0
16169,Tears to Tiara Gaiden: Avalon no Nazo,Strategy,,PS3,Aquaplus,Aquaplus,,,0.04,0.04,2009.0
16170,Meikyuu Touro Legasista,Misc,,PS3,NIS America,Unknown,,,0.04,0.04,2012.0
16171,Gudetama: Hanjuku de Tanomuwa,Action,,3DS,Rocket Company,Rocket Company,,,0.04,0.04,2015.0
16172,Napoleon Dynamite: The Game,Puzzle,E10,PSP,Crave Entertainment,7 Studios,4.3,,0.04,0.04,2007.0
16173,Breath of Fire III,Role-Playing,,PSP,Capcom,Capcom,6.0,,0.04,0.04,2016.0
16175,Psycho-Pass: Mandatory Happiness,Visual Novel,T,PSV,NIS America,5pb. Inc.,,,0.04,0.04,2016.0
16176,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,Adventure,,PSP,KOEI,Koei,,,0.04,0.04,2009.0
16177,Darkest Dungeon,Role-Playing,T,PS4,Red Hook Studios,Red Hook Studios,,,0.04,0.04,2018.0
16179,Rose to Tasogare no Kojou,Action,,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.04,0.04,2016.0
16182,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",Misc,,DS,GungHo,GungHo Works,,,0.04,0.04,2008.0
16187,Ebikore Photo Kano Kiss,Action,,PSV,Kadokawa Games,Unknown,,,0.04,0.04,2015.0
16189,Teenage Zombies: Invasion of the Alien Brain Thingys,Adventure,E10,DS,Ignition Entertainment,InLight Entertainment,,,0.04,0.04,2008.0
16191,Sudoku Ball Detective,Puzzle,E10,Wii,Playlogic Game Factory,WhiteBear Studios,,,0.04,0.04,2009.0
16193,R.B.I. Baseball 2017,Sports,E,PS4,MLB.com,MLB.com,,,0.04,0.04,2017.0
16194,Enchanted Arms (JP sales),Role-Playing,T,PS3,Ubisoft,From Software,,,0.04,0.04,2007.0
16196,Real Soccer 2008,Sports,E,DS,Ubisoft,Gameloft,,,0.04,0.04,2008.0
16197,Onsei Kanjou Sokuteiki: Kokoro Scan,Misc,,DS,Sega,Sega,,,0.04,0.04,2007.0
16198,Clock Zero: Shuuen no Ichibyou Portable,Adventure,,PSP,Idea Factory,Unknown,,,0.04,0.04,2011.0
16199,San Goku Shi DS 3,Strategy,,DS,KOEI,Koei,,,0.04,0.04,2010.0
16200,Trick x Logic: Season 2,Adventure,,PSP,Sony Computer Entertainment,ChunSoft,,,0.04,0.04,2010.0
16204,Punch Line,Adventure,,PS4,PQube,5pb. Inc.,,,0.04,0.04,2018.0
16205,Jikkyou Powerful Major League 2009,Sports,,Wii,Konami,PawaPuro Production,,,0.04,0.04,2009.0
16208,Ailu de Puzzle,Misc,,PSP,Capcom,Unknown,,,0.04,0.04,2012.0
16211,100 Classic Games,Misc,,DS,Rondomedia,Easy Interactive,,,0.04,0.04,2011.0
16214,Super Hero Generation,Role-Playing,,PS3,Namco Bandai Games,Tom Create,,,0.04,0.04,2014.0
16215,Jane's Hotel,Simulation,E,DS,Zoo Games,Zoo Games,,,0.04,0.04,2010.0
16217,Power Play Pool,Sports,E,DS,Conspiracy Entertainment,System 3,,,0.04,0.04,2007.0
16219,VR Karts,Racing,,PS4,Perp Games,Unknown,,,0.04,0.04,2017.0
16221,Mahjong Taikai,Misc,,DS,KOEI,Koei,,,0.04,0.04,2004.0
16223,Scribblenauts: Showdown,Platform,E10,XOne,Warner Bros. Interactive,Shiver Games,,,0.04,0.04,2018.0
16224,Espgaluda II Black Label,Shooter,,X360,Cave,Cave,,,0.04,0.04,2010.0
16225,Kisuato,Adventure,,PSV,TGL,TGL,,,0.04,0.04,2015.0
16226,Medarot 9: Kabuto Ver. / Kuwagata Ver.,Role-Playing,,3DS,Rocket Company,Rocket Company,,,0.04,0.04,2015.0
16228,Kiniro no Corda 2 f,Role-Playing,,PSP,KOEI,Koei,,,0.04,0.04,2009.0
16229,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Action,,3DS,Takara Tomy,syn Sophia,,,0.04,0.04,2015.0
16230,Attack on Titan: Escape from Certain Death,Adventure,,3DS,Tecmo Koei,Koei Tecmo Games,,,0.04,0.04,2017.0
16233,WRC: FIA World Rally Championship,Racing,E,PSP,Namco Bandai,Traveller's Tales,,,0.04,0.04,2006.0
16234,Omen of Sorrow,Fighting,,PS4,Soedesco,AOne Games,,,0.04,0.04,2018.0
16235,Ultimate Game Room,Misc,E,DS,Majesco,FrontLine Studios,,,0.04,0.04,2009.0
16236,Cook Wars,Misc,E,Wii,Ubisoft,Virtual Toys,,,0.04,0.04,2009.0
16237,Hakuoki: Shinkai - Hana no Shou,Adventure,,PSV,Idea Factory,Design Factory,,,0.04,0.04,2016.0
16238,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Simulation,,PSV,FuRyu Corporation,FuRyu Corporation,,,0.04,0.04,2015.0
16239,Resident Evil: Umbrella Corps,Shooter,M,PS4,Capcom,Capcom,,,0.04,0.04,2016.0
16241,Zoo Hospital,Simulation,E,DS,Majesco,Torus Games,,,0.04,0.04,2007.0
16242,Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,Action,,3DS,FuRyu Corporation,Unknown,,,0.04,0.04,2017.0
16243,Half-Minute Hero 2,Role-Playing,,PSP,Rising Star,Opus Studio,,,0.04,0.04,2017.0
16244,Monster Kingdom: Jewel Summoner,Role-Playing,T,PSP,Atlus,GAIA,,,0.04,0.04,2007.0
16245,Kuroshitsuji: Phantom & Ghost,Action,,DS,Square Enix,Square Enix,,,0.04,0.04,2009.0
16246,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,Role-Playing,,DS,ChunSoft,ChunSoft,,,0.04,0.04,2010.0
16247,Barbie and Her Sisters Puppy Rescue,Action,,Wii,Little Orbit,Little Orbit,,,0.04,0.04,2015.0
16248,Detective Conan: Phantom Rhapsody,Misc,,3DS,Namco Bandai Games,Unknown,,,0.04,0.04,2014.0
16249,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,Adventure,,PSP,Yeti,Yeti,,,0.04,0.04,2010.0
16251,Zanki Zero: Last Beginning,Role-Playing,,PS4,Spike Chunsoft,Lancarse,,,0.04,0.04,2019.0
16254,SteamWorld Collection,Misc,E10,WiiU,Rising Star Games,Image & Form Games,,,0.04,0.04,2016.0
16255,"My World, My Way (US sales)",Role-Playing,E,DS,Atlus,Global A Entertaiment,,,0.04,0.04,2009.0
16257,Tao Adventure: Curse Demon,Role-Playing,E10,DS,Konami,Konami,,,0.04,0.04,2006.0
16259,Final Fantasy XIV: Heavensward,MMO,T,PS3,Square Enix,Square Enix,,,0.04,0.04,2015.0
16260,Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,Role-Playing,T,PSV,Idea Factory,Compile Heart,,,0.04,0.04,2016.0
16263,Deal or No Deal: Special Edition,Misc,E,DS,Zoo Games,Zoo Games,,,0.04,0.04,2010.0
16264,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,Puzzle,,WiiU,Namco Bandai Games,Namco Bandai Games,,,0.04,0.04,2014.0
16265,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,Racing,E,DS,DSI Games,Skyworks Technologies,,,0.04,0.04,2007.0
16266,Superstars V8 Racing,Racing,,PS3,Black Bean Games,Milestone S.r.l,,,0.04,0.04,2009.0
16268,Sine Mora EX,Action,M,XOne,THQ Nordic,Digital Reality,,,0.04,0.04,2017.0
16271,Housekeeping,Action,,DS,IE Institute,Unknown,,,0.04,0.04,2006.0
16272,Bratz Kidz,Misc,E,DS,Game Factory,Neko Entertainment,,,0.04,0.04,2008.0
16273,Greg Hastings Paintball 2,Shooter,E10,PS3,Majesco,Super X Studios,,,0.04,0.04,2010.0
16274,Warriors Orochi 4,Action,T,XOne,Koei Tecmo,Omega Force,,,0.04,0.04,2018.0
16276,Marvel Pinball: Epic Collection Volume 1,Puzzle,E10,PS4,Nighthawk Interactive,Nighthawk Interactive,,,0.04,0.04,2016.0
16277,Sangoku Koi Senki: Otome no Heihou!,Misc,,PSP,Prototype,Unknown,,,0.04,0.04,2012.0
16278,Hakuouki: Zuisouroku DS,Adventure,,DS,Idea Factory,Idea Factory,,,0.04,0.04,2011.0
16279,Secret of Mana,Role-Playing,E10,PSV,Square Enix,Square Enix,,,0.04,0.04,2018.0
16280,Detective Conan: Prelude from the Past,Adventure,,PSP,Namco Bandai Games,Spike Chunsoft,,,0.04,0.04,2012.0
16283,XBLAZE Code: Embryo,Misc,,PS3,Aksys Games,Unknown,,,0.04,0.04,2014.0
16284,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Misc,,PS4,Namco Bandai Games,Namco Bandai Games,,,0.04,0.04,2015.0
16285,Luminous Arc 3,Role-Playing,T,DS,Marvelous Interactive,imageepoch Inc.,,,0.04,0.04,2009.0
16286,Tennis World Tour,Sports,E,XOne,Bigben Interactive,Breakpoint Studio,,,0.04,0.04,2018.0
16287,Paddington: Adventures in London,Puzzle,,3DS,Microids,Neko Entertainment,,,0.04,0.04,2015.0
16289,Major League Baseball 2K8,Sports,E,PSP,2K Sports,Kush Games,6.5,,0.03,0.03,2008.0
16290,Astrology DS,Misc,T,DS,Deep Silver,Sproing Interactive Media,,,0.03,0.03,2009.0
16291,FabStyle,Strategy,,3DS,Tecmo Koei,Tecmo Koei Games,,,0.03,0.03,2011.0
16293,Inazuma Eleven 3: Team Ogre Attacks!,Role-Playing,,3DS,Nintendo,Level 5,,,0.03,0.03,2014.0
16294,Zenkoku Dekotora Matsuri,Racing,,Wii,Jaleco,Suzak,,,0.03,0.03,2008.0
16295,SaGa: Scarlet Grace,Role-Playing,,PS4,Square Enix,Square Enix,,,0.03,0.03,2018.0
16298,Onechanbara Z Kagura,Misc,,PS3,D3Publisher,Unknown,,,0.03,0.03,2013.0
16299,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Misc,,PS3,Unknown,Fields,,,0.03,0.03,2010.0
16300,Snow Moto Racing Freedom,Racing,E,NS,Big Ben Interactive,Bigben Interactive,,,0.03,0.03,2018.0
16303,Pirates: Duels on the High Seas,Action,E,DS,Oxygen Interactive,Oxygen Studios,,,0.03,0.03,2009.0
16305,Bladestorm: Nightmare,Action,T,PS3,Tecmo Koei,Omega Force,,,0.03,0.03,2015.0
16306,Penguins of Madagascar,Action-Adventure,E,WiiU,Little Orbit,Little Orbit,,,0.03,0.03,2014.0
16307,Higurashi no Naku Koro ni Iki,Action,,PSV,Kaga Create,Unknown,,,0.03,0.03,2015.0
16308,Marines: Modern Urban Combat,Shooter,T,Wii,Destineer,Destineer,,,0.03,0.03,2010.0
16309,Deer Drive: Legends,Shooter,T,3DS,Maximum Family Games,Raylight Studios,,,0.03,0.03,2012.0
16310,Puyo Pop Fever(us sales),Puzzle,E,DS,Atlus,Sega,,,0.03,0.03,2005.0
16311,The Idolmaster: Gravure For You! Vol. 4,Misc,,PS3,Namco Bandai Games,Unknown,,,0.03,0.03,2012.0
16312,WRC 6,Racing,E,XOne,Namco Bandai Games,Bigben Interactive,,,0.03,0.03,2017.0
16313,7 Wonders: Treasures of Seven,Puzzle,E,DS,Mumbo Jumbo,Avanquest Software,,,0.03,0.03,2011.0
16314,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Role-Playing,,DS,Marvelous Interactive,Marvelous Interactive,,,0.03,0.03,2009.0
16316,Challenge Me: Word Puzzles,Puzzle,E10,DS,O-Games,O Games,,,0.03,0.03,2011.0
16317,InFAMOUS: First Light,Action,T,PS4,Sony Computer Entertainment,Sucker Punch Productions,,,0.03,0.03,2014.0
16319,Burnout Paradise: The Ultimate Box,Racing,,X360,Electronic Arts,Criterion Games,,,0.03,0.03,2009.0
16320,Puyo Puyo 7,Puzzle,,PSP,Sega,Sega,,,0.03,0.03,2009.0
16321,South Park: The Stick of Truth,Role-Playing,M,PS4,Ubisoft,Obsidian Entertainment,,,0.03,0.03,2018.0
16323,Bounty Hounds,Action,T,PSP,Namco,XPEC,,,0.03,0.03,2006.0
16326,Monster Energy Supercross - The Official Videogame,Racing,E,NS,Milestone S.r.l.,Milestone S.r.l.,,,0.03,0.03,2018.0
16327,Angler's Club: Ultimate Bass Fishing 3D,Sports,E,3DS,D3 Publisher,D3 Publisher,,,0.03,0.03,2011.0
16329,Superdimension Neptune vs Sega Hard Girls,Role-Playing,T,PSV,Idea Factory International,Idea Factory,,,0.03,0.03,2016.0
16330,Even in a Game Listen to Me Girls. I Am Your Father!,Misc,,PSP,Namco Bandai Games,Unknown,,,0.03,0.03,2012.0
16332,Tokyo Majin Gakuen: Kenfuuchou,Adventure,,DS,Marvelous Interactive,"Asmik Ace Entertainment, Inc",,,0.03,0.03,2008.0
16334,NHRA Drag Racing: Countdown to the Championship,Racing,E,PSP,THQ,"Pipeworks Software, Inc.",,,0.03,0.03,2007.0
16336,Metal Gear Solid: Snake Eater 3D,Action,M,3DS,Konami,Konami,7.9,,0.03,0.03,2012.0
16338,8-Bit Armies,Strategy,E10,PS4,Soedesco,Petroglyph Games,,,0.03,0.03,2018.0
16340,Let's Sing 2019,Music,,NS,Ravenscourt,Ravenscourt,,,0.03,0.03,2018.0
16344,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,Puzzle,,NS,Level 5,Level 5,,,0.03,0.03,2017.0
16349,Dungeon Maker: Hunting Ground,Role-Playing,E10,PSP,Xseed Games,Global A Entertainment,,,0.03,0.03,2007.0
16350,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,Misc,,PS3,Fields,Unknown,,,0.03,0.03,2012.0
16351,OZMAFIA!! -vivace-,Adventure,,PSV,Dramatic Create,Dramatic Create,,,0.03,0.03,2015.0
16353,The Raven Remastered,Adventure,T,PS4,THQ Nordic,KING Art Games,,8.4,0.03,0.03,2018.0
16354,Wangan Midnight,Racing,,PS3,Genki,Genki,,,0.03,0.03,2007.0
16357,Fritz Chess,Strategy,,PS3,Deep Silver,Gammick Entertainment,,,0.03,0.03,2009.0
16358,Kekkaishi: Kokubourou no Kage,Action,,Wii,Namco Bandai,Bandai Namco Games,,,0.03,0.03,2007.0
16360,Mame Goma: Shiro to Kuro no Meikyuu,Misc,,3DS,Nippon Ichi Software,Unknown,,,0.03,0.03,2012.0
16361,Suzumiya Haruhi no Tsuisou,Adventure,,PS3,Namco Bandai,Bandai Namco Games,,,0.03,0.03,2011.0
16363,Great Edo Blacksmith,Adventure,,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.03,0.03,2014.0
16364,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,Adventure,,DS,D3 Publisher,Tomcat System,,,0.03,0.03,2006.0
16366,Lego City Undercover: The Chase Begins,Action,,3DS,Nintendo,TT Fusion,,,0.03,0.03,2013.0
16367,Onrush,Racing,,XOne,Deep Silver,Codemasters,,,0.03,0.03,2018.0
16372,Cake Mania: Baker's Challenge,Puzzle,E,PSP,Destineer,Sandlot Games,,,0.03,0.03,2008.0
16374,Salt and Sanctuary,Platform,,NS,Leadman Games,Ska Studios,,,0.03,0.03,2018.0
16375,Zoo Vet: Endangered Animals,Simulation,E,DS,Legacy Interactive,Legacy Interactive,,,0.03,0.03,2008.0
16377,Steins;Gate 0,Adventure,,PS3,5pb,5pb. Inc.,,,0.03,0.03,2015.0
16379,Akiba's Beat,Action,T,PSV,Xseed Games,Acquire,,,0.03,0.03,2017.0
16380,Rapala Tournament Fishing!,Sports,E,X360,Activision,FUN Labs,,,0.03,0.03,2006.0
16381,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Role-Playing,,DS,Hudson Soft,Hudson Soft,,,0.03,0.03,2011.0
16384,SuperCar Challenge,Racing,,PS3,System 3 Arcade Software,System 3 Arcade Software,,,0.03,0.03,2009.0
16388,Swords,Fighting,T,Wii,Majesco,Panic Button,,,0.03,0.03,2010.0
16390,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Sports,,Wii,Konami,PawaPuro Production,,,0.03,0.03,2007.0
16393,Parfait,Adventure,,PSV,TGL,TGL,,,0.03,0.03,2015.0
16394,Uppers,Action,,PSV,Marvelous Entertainment,Bullets,,,0.03,0.03,2016.0
16395,Death Mark,Misc,M,PS4,Aksys Games,Experience Inc.,,,0.03,0.03,2018.0
16396,Labyrinth of Refrain: Coven of Dusk,Action,M,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.03,0.03,2016.0
16400,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,Simulation,,DS,Konami,Konami,,,0.03,0.03,2008.0
16401,Rugby 15,Sports,,PSV,Bigben Interactive,HB Studios,,,0.03,0.03,2015.0
16402,Attack on Titan 2,Action,,PSV,Koei Tecmo,Koei Tecmo Games,,,0.03,0.03,2018.0
